"Activity_ID","ActivityNumber","ActivityName","SeasonName","ChildSeasonName","Type","Status","CategoryName","OtherCategoryName","RiskCategoryName","EnrollMin","EnrollMax","NumberEnrolled","BeginningDate","EndingDate","StartingTime","EndingTime","AgesMin","AgesMinMonth","AgesMinWeek","AgesMax","AgesMaxMonth","AgesMaxWeek","GradeMin","GradeMax","WeekDays","PrimaryInstructorName","NumberOfHours","NumberOfDates","ActivityLocation","FeeDescription","AccountName","KeyFeesTotal","OtherFeesTotal","FeeSummary","Description","PublicURL"
76894,"382.2.0862","Futsal 7-8","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"16",3,"9/12/18","10/31/18","5:00 PM","6:00 PM",7,0,0,8,11,4,,,"W","Futsal Kingz, Staff","8.000",8,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","148.00","152.00","Resident: $148.00. Non-resident: $152.00","Futsal is a fun, fast-paced 5v5 soccer game, played indoors within the lines of a basketball court (no walls), using a small, size 3, low-bounce ball. Players will learn new skills & tricks every week from our professional coaching staff and have a great experience, whether they're the next Beckham or trying Futsal for the first time! Indoor shoes and shin guards are required.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76894"
76959,"382.2.0866","Futsal 7-8","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"16",0,"11/7/18","1/9/19","5:00 PM","6:00 PM",7,0,0,8,11,4,,,"W","Futsal Kingz, Staff","6.000",6,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","113.00","117.00","Resident: $113.00. Non-resident: $117.00","Futsal is a fun, fast-paced 5v5 soccer game, played indoors within the lines of a basketball court (no walls), using a small, size 3, low-bounce ball. Players will learn new skills & tricks every week from our professional coaching staff and have a great experience, whether they're the next Beckham or trying Futsal for the first time! Indoor shoes and shin guards are required.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76959"
76895,"382.2.0863","Futsal 9-12","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"16",3,"9/12/18","10/31/18","5:00 PM","6:00 PM",9,0,0,12,11,4,,,"W","Futsal Kingz, Staff","8.000",8,"CM Gymnasium B at Camden Community Center","Activity Fee","Camden - Leisure Classes","148.00","152.00","Resident: $148.00. Non-resident: $152.00","Futsal is a fun, fast-paced 5v5 soccer game, played indoors within the lines of a basketball court (no walls), using a small, size 3, low-bounce ball. Players of all levels follow our innovative age-specific curriculum, to improve individual technical ability. Every week participants get the chance to show off their new skills with a scrimmage to the sounds of salsa beats! Indoor shoes and shin guards are required.     ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76895"
76960,"382.2.0867","Futsal 9-12","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"16",1,"11/7/18","1/9/19","5:00 PM","6:00 PM",9,0,0,12,11,4,,,"W","Futsal Kingz, Staff","6.000",6,"CM Gymnasium B at Camden Community Center","Activity Fee","Camden - Leisure Classes","113.00","117.00","Resident: $113.00. Non-resident: $117.00","Futsal is a fun, fast-paced 5v5 soccer game, played indoors within the lines of a basketball court (no walls), using a small, size 3, low-bounce ball. Players of all levels follow our innovative age-specific curriculum, to improve individual technical ability. Every week participants get the chance to show off their new skills with a scrimmage to the sounds of salsa beats! Indoor shoes and shin guards are required.     ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76960"
76642,"382.2.0803","Hoopser Tots (Rabbits) Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"6",2,"9/10/18","10/22/18","4:05 PM","4:50 PM",4,0,0,5,11,4,,,"M","Skyhawks Sports Academy, Staff","4.500",6,"Multi-purpose Room CM at Camden Community Center","Nonresident Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","While maintaining the imaginative and fun atmosphere, this class introduces new exciting challenges to children's skill levels in shooting, dribbling, passing, catching, and jumping.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76642"
76643,"382.2.0804","Hoopser Tots (Rabbits) Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"6",0,"10/29/18","12/10/18","4:05 PM","4:50 PM",4,0,0,5,11,4,,,"M","Skyhawks Sports Academy, Staff","3.750",5,"Multi-purpose Room CM at Camden Community Center","Activity Fee","Camden - Leisure Classes","83.00","87.00","Resident: $83.00. Non-resident: $87.00","While maintaining the imaginative and fun atmosphere, this class introduces new exciting challenges to children's skill levels in shooting, dribbling, passing, catching, and jumping.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76643"
76650,"382.2.0811","Hoopster Tots (3-5) Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"6",5,"9/12/18","10/17/18","4:25 PM","5:10 PM",3,0,0,5,11,4,,,"W","Skyhawks Sports Academy, Staff","4.500",6,"Multi-purpose Room CM at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","Learning basketball has never been more fun! These classes focus on dribbling, shot technique, passing and team work. Adjustable hoops and appropriately sized basketballs are used to always provide just the right amount of challenge.     ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76650"
76651,"382.2.0812","Hoopster Tots (3-5) Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"6",1,"10/31/18","12/12/18","4:25 PM","5:10 PM",3,0,0,5,11,4,,,"W","Skyhawks Sports Academy, Staff","4.500",6,"Multi-purpose Room CM at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","Learning basketball has never been more fun! These classes focus on dribbling, shot technique, passing and team work. Adjustable hoops and appropriately sized basketballs are used to always provide just the right amount of challenge.     ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76651"
76640,"382.2.0801","Hoopster Tots (Froggies) Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"6",0,"9/10/18","10/22/18","3:15 PM","4:00 PM",3,0,0,4,11,4,,,"M","Skyhawks Sports Academy, Staff","4.500",6,"Multi-purpose Room CM at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","Parent only participates if necessary. Very fun and active class. The focus is on developing various basketball skills through imaginative scenarios. One week the basketball hoop is the monkey tree, the next, it's a sail boat, and so on.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76640"
76641,"382.2.0802","Hoopster Tots (Froggies) Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"6",0,"10/29/18","12/10/18","3:15 PM","4:00 PM",3,0,0,4,11,4,,,"M","Skyhawks Sports Academy, Staff","3.750",5,"Multi-purpose Room CM at Camden Community Center","Activity Fee","Camden - Leisure Classes","83.00","87.00","Resident: $83.00. Non-resident: $87.00","Parent only participates if necessary. Very fun and active class. The focus is on developing various basketball skills through imaginative scenarios. One week the basketball hoop is the monkey tree, the next, it's a sail boat, and so on.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76641"
76785,"382.2.0830","Mommy/Daddy & Me Soccer","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"20",3,"9/12/18","10/31/18","9:30 AM","10:00 AM",2,0,0,3,5,0,,,"W","Kidz Love Soccer, Staff","4.000",8,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","As you and your child participate in our fun age appropriate activities, your child will be developing their large motor skills and socialization skills. The fun happens on the field, and parents are a part of the action! All kids receive a Kidz Love Soccer jersey!  Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76785"
76790,"382.2.0835","Mommy/Daddy & Me Soccer","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"20",0,"9/12/18","10/17/18","5:50 PM","6:20 PM",2,0,0,3,5,0,,,"W","Kidz Love Soccer, Staff","3.000",6,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","89.00","93.00","Resident: $89.00. Non-resident: $93.00","As you and your child participate in our fun age appropriate activities, your child will be developing their large motor skills and socialization skills. The fun happens on the field, and parents are a part of the action! All kids receive a Kidz Love Soccer jersey!  Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76790"
76797,"382.2.0842","Mommy/Daddy & Me Soccer","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"20",1,"9/14/18","10/19/18","5:25 PM","5:55 PM",2,0,0,3,5,0,,,"F","Kidz Love Soccer, Staff","3.000",6,"Paul Moore Park Soccer Field at Paul Moore Park","Activity Fee","Camden - Leisure Classes","89.00","93.00","Resident: $89.00. Non-resident: $93.00","As you and your child participate in our fun age appropriate activities, your child will be developing their large motor skills and socialization skills. The fun happens on the field, and parents are a part of the action! All kids receive a Kidz Love Soccer jersey!  Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76797"
76798,"382.2.0843","Mommy/Daddy & Me Soccer","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"20",0,"9/22/18","11/17/18","8:30 AM","9:00 AM",2,0,0,3,5,0,,,"Sa","Kidz Love Soccer, Staff","4.000",8,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","As you and your child participate in our fun age appropriate activities, your child will be developing their large motor skills and socialization skills. The fun happens on the field, and parents are a part of the action! All kids receive a Kidz Love Soccer jersey!  Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76798"
76799,"382.2.0844","Mommy/Daddy & Me Soccer","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"20",12,"9/22/18","11/17/18","9:05 AM","9:35 AM",2,0,0,3,5,0,,,"Sa","Kidz Love Soccer, Staff","4.000",8,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","As you and your child participate in our fun age appropriate activities, your child will be developing their large motor skills and socialization skills. The fun happens on the field, and parents are a part of the action! All kids receive a Kidz Love Soccer jersey!  Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76799"
76811,"382.2.0851","Mommy/Daddy & Me Soccer (indoor)","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"20",0,"11/30/18","1/18/19","10:15 AM","10:45 AM",2,0,0,3,5,0,,,"F","Kidz Love Soccer, Staff","2.500",5,"CM Gymnasium B at Camden Community Center","Activity Fee","Camden - Leisure Classes","58.00","62.00","Resident: $58.00. Non-resident: $62.00","As you and your child participate in our fun age appropriate activities, your child will be developing their large motor skills and socialization skills. The fun happens on the field, and parents are a part of the action! All kids receive a Kidz Love Soccer jersey!  Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76811"
76721,"382.2.0822","Parent & Me (Basketball)","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"15",6,"9/14/18","10/26/18","10:05 AM","10:30 AM",2,0,0,3,5,0,,,"F","Rebound Basketball Academy, Staff","2.917",7,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","90.00","94.00","Resident: $90.00. Non-resident: $94.00","This parent-child class develops gross motor skills and coordination pertinent to the game of basketball. Repetition permits children to build their confidence and esteem. Activities include organized games that help children to develop skills and learn to follow directions. Fun games will be played in each class. Please be sure your child wears proper sport clothes and bring a water bottle. A parent or adult is requested to participate in the class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76721"
76725,"382.2.0826","Parent & Me (Basketball)","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"15",0,"11/2/18","12/14/18","10:05 AM","10:30 AM",2,0,0,3,5,0,,,"F","Rebound Basketball Academy, Staff","2.500",6,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","78.00","82.00","Resident: $78.00. Non-resident: $82.00","This parent-child class develops gross motor skills and coordination pertinent to the game of basketball. Repetition permits children to build their confidence and esteem. Activities include organized games that help children to develop skills and learn to follow directions. Fun games will be played in each class. Please be sure your child wears proper sport clothes and bring a water bottle. A parent or adult is requested to participate in the class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76725"
76801,"382.2.0846","Pre-Soccer","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"36",11,"9/22/18","11/17/18","9:35 AM","10:10 AM",4,0,0,5,11,4,,,"Sa","Kidz Love Soccer, Staff","4.667",8,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","Teaches the basic techniques of the game and builds self-esteem through participation and fun soccer activities. Children learn to follow instructions in a nurturing, age appropriate environment. All participants receive a Kidz Love Soccer jersey! Shin guards are required after the first meeting.Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76801"
76666,"382.2.0819","Skatedogs Skateboarding","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"10",4,"9/14/18","10/19/18","3:30 PM","5:00 PM",5,0,0,13,11,4,,,"F","Skatedogs, Staff","9.000",6,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","171.00","175.00","Resident: $171.00. Non-resident: $175.00","Whether you are just learning or ready to learn advanced tricks, this class is right for you. Make new friends, advance your skills and most importantly, have fun in our private skatepark. Requirements: A signed Skatedogs waiver form, a ?trick? skateboard, knee pads, elbow pads and a helmet. Visit skatedogs.com to view our online skateboard customizer and to learn more about what type of skateboard to bring.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76666"
76667,"382.2.0820","Skatedogs Skateboarding","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,4,"10",6,"11/2/18","12/7/18","3:30 PM","5:00 PM",5,0,0,13,11,4,,,"F","Skatedogs, Staff","7.500",5,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","140.00","144.00","Resident: $140.00. Non-resident: $144.00","Whether you are just learning or ready to learn advanced tricks, this class is right for you. Make new friends, advance your skills and most importantly, have fun in our private skatepark. Requirements: A signed Skatedogs waiver form, a ?trick? skateboard, knee pads, elbow pads and a helmet. Visit skatedogs.com to view our online skateboard customizer and to learn more about what type of skateboard to bring.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76667"
76644,"382.2.0805","Skyhawks Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"14",2,"9/10/18","10/22/18","4:15 PM","5:00 PM",9,0,0,12,11,4,,,"M","Skyhawks Sports Academy, Staff","4.500",6,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","This fun, skill-intensive program is designed for beginning to intermediate players. Using our progressional curriculum, we focus on the whole player - teaching respect, teamwork, and responsibility.  Over the course of this six-session program, boys and girls will learn passing, shooting, dribbling, rebounding and defense.  Participants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76644"
76645,"382.2.0806","Skyhawks Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"14",2,"10/29/18","12/10/18","4:15 PM","5:00 PM",9,0,0,12,11,4,,,"M","Skyhawks Sports Academy, Staff","3.750",5,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","83.00","87.00","Resident: $83.00. Non-resident: $87.00","This fun, skill-intensive program is designed for beginning to intermediate players. Using our progressional curriculum, we focus on the whole player - teaching respect, teamwork, and responsibility.  Over the course of this six-session program, boys and girls will learn passing, shooting, dribbling, rebounding and defense.  Participants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76645"
76648,"382.2.0809","Skyhawks Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"14",2,"9/11/18","10/16/18","3:20 PM","4:05 PM",6,0,0,9,11,4,,,"Tu","Skyhawks Sports Academy, Staff","4.500",6,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","This fun, skill-intensive program is designed for beginning to intermediate players. Using our progressional curriculum, we focus on the whole player - teaching respect, teamwork, and responsibility.  Over the course of this six-session program, boys and girls will learn passing, shooting, dribbling, rebounding and defense.  Participants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76648"
76649,"382.2.0810","Skyhawks Basketball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"14",0,"10/30/18","12/11/18","3:20 PM","4:05 PM",6,0,0,9,11,4,,,"Tu","Skyhawks Sports Academy, Staff","4.500",6,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","This fun, skill-intensive program is designed for beginning to intermediate players. Using our progressional curriculum, we focus on the whole player - teaching respect, teamwork, and responsibility.  Over the course of this six-session program, boys and girls will learn passing, shooting, dribbling, rebounding and defense.  Participants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76649"
76662,"382.2.0817","Skyhawks Mini-Hawk (Basketball & Baseball)","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"10",5,"9/15/18","10/20/18","10:30 AM","11:30 AM",4,0,0,7,11,4,,,"Sa","Skyhawks Sports Academy, Staff","6.000",6,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","111.00","115.00","Resident: $111.00. Non-resident: $115.00","This multi-sport program was developed to give 4 to 7 year olds a positive first step into athletics.  Baseball and basketball are taught in a safe, structured environment filled with encouragement and fun.  Through games and activities, participants explore balance, hand/eye coordination and skill development at their own pace.  Please bring a water bottle and wear appropriate clothing and running shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76662"
76664,"382.2.0818","Skyhawks Mini-Hawk (Basketball & Baseball)","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"10",2,"11/3/18","12/15/18","10:30 AM","11:30 AM",4,0,0,7,11,4,,,"Sa","Skyhawks Sports Academy, Staff","5.000",5,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","89.00","93.00","Resident: $89.00. Non-resident: $93.00","This multi-sport program was developed to give 4 to 7 year olds a positive first step into athletics.  Baseball and basketball are taught in a safe, structured environment filled with encouragement and fun.  Through games and activities, participants explore balance, hand/eye coordination and skill development at their own pace.  Please bring a water bottle and wear appropriate clothing and running shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76664"
76646,"382.2.0807","Skyhawks Soccer (Indoor)","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"14",2,"9/10/18","10/22/18","5:10 PM","5:55 PM",7,0,0,10,11,4,,,"M","Skyhawks Sports Academy, Staff","4.500",6,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","Developed over 30 years, this is the number one soccer class for parents looking to introduce their children to the fundamentals of the world?s most popular sport.  Using our progressional curriculum, your young athlete will gain the technical skills and sport knowledge required for that next step into soccer.  Participants should wear appropriate clothing, shin guards (optional), and running shoes.  Don't forget your water bottle.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76646"
76647,"382.2.0808","Skyhawks Soccer (Indoor)","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"14",2,"10/29/18","12/10/18","5:10 PM","5:55 PM",7,0,0,10,11,4,,,"M","Skyhawks Sports Academy, Staff","3.750",5,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","83.00","87.00","Resident: $83.00. Non-resident: $87.00","Developed over 30 years, this is the number one soccer class for parents looking to introduce their children to the fundamentals of the world?s most popular sport.  Using our progressional curriculum, your young athlete will gain the technical skills and sport knowledge required for that next step into soccer.  Participants should wear appropriate clothing, shin guards (optional), and running shoes.  Don't forget your water bottle.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76647"
76652,"382.2.0813","Skyhawks Volleyball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"10",5,"9/13/18","10/18/18","3:20 PM","4:05 PM",7,0,0,10,11,4,,,"Th","Skyhawks Sports Academy, Staff","4.500",6,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","Skyhawks Volleyball takes the energy and excitement of this great team sport and puts it all together into one fun-filled program. All aspects of the game are taught through drills and exercises that focus on bumping, setting, spiking, hitting and serving. This class is designed for the beginning to intermediate player.  Particpants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76652"
76653,"382.2.0814","Skyhawks Volleyball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"10",5,"9/13/18","10/18/18","4:10 PM","4:55 PM",11,0,0,14,11,4,,,"Th","Skyhawks Sports Academy, Staff","4.500",6,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","Skyhawks Volleyball takes the energy and excitement of this great team sport and puts it all together into one fun-filled program. All aspects of the game are taught through drills and exercises that focus on bumping, setting, spiking, hitting and serving. This class is designed for the beginning to intermediate player.  Particpants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76653"
76654,"382.2.0815","Skyhawks Volleyball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"10",1,"11/1/18","12/13/18","3:20 PM","4:05 PM",7,0,0,10,11,4,,,"Th","Skyhawks Sports Academy, Staff","3.750",5,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","83.00","87.00","Resident: $83.00. Non-resident: $87.00","Skyhawks Volleyball takes the energy and excitement of this great team sport and puts it all together into one fun-filled program. All aspects of the game are taught through drills and exercises that focus on bumping, setting, spiking, hitting and serving. This class is designed for the beginning to intermediate player.  Particpants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76654"
76655,"382.2.0816","Skyhawks Volleyball","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,6,"10",2,"11/1/18","12/13/18","4:10 PM","4:55 PM",11,0,0,14,11,4,,,"Th","Skyhawks Sports Academy, Staff","3.750",5,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","83.00","87.00","Resident: $83.00. Non-resident: $87.00","Skyhawks Volleyball takes the energy and excitement of this great team sport and puts it all together into one fun-filled program. All aspects of the game are taught through drills and exercises that focus on bumping, setting, spiking, hitting and serving. This class is designed for the beginning to intermediate player.  Particpants should bring a water bottle and wear appropriate clothing and shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76655"
76723,"382.2.0824","Small Basketball Games","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,8,"24",1,"9/14/18","10/26/18","3:45 PM","4:30 PM",5,0,0,7,11,4,,,"F","Rebound Basketball Academy, Staff","5.250",7,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","113.00","119.00","Resident: $113.00. Non-resident: $119.00","Improve and practice your basic basketball skills such as dribbling, passing, and shooting in each class. Classes also emphasize developing sport skills, improving self esteem, and fair play. Fun games will be played in each class. Please be sure your child wears proper sport clothes, shoes (no boots or open toed shoes), and bring a water bottle.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76723"
76727,"382.2.0828","Small Basketball Games","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,8,"24",0,"11/2/18","12/14/18","3:45 PM","4:30 PM",5,0,0,7,11,4,,,"F","Rebound Basketball Academy, Staff","3.750",5,"CM Gymnasium A at Camden Community Center","Activity Fee","Camden - Leisure Classes","79.00","83.00","Resident: $79.00. Non-resident: $83.00","Improve and practice your basic basketball skills such as dribbling, passing, and shooting in each class. Classes also emphasize developing sport skills, improving self esteem, and fair play. Fun games will be played in each class. Please be sure your child wears proper sport clothes, shoes (no boots or open toed shoes), and bring a water bottle.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76727"
76787,"382.2.0832","Soccer 1: Techniques & Teamwork","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"36",5,"9/12/18","10/31/18","3:30 PM","4:15 PM",5,0,0,6,11,4,,,"W","Kidz Love Soccer, Staff","6.000",8,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","Players will learn dribbling, passing, defense and shooting goals! Fun, skill games are played at every session, and every participant will have a ball at his or her feet.Perfect for first time players while being fun and engaging for kids with some experience. All participants receive a soccer jersey! Shin guards are required after the first meeting.Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76787"
76792,"382.2.0837","Soccer 1: Techniques & Teamwork","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"36",2,"9/13/18","11/1/18","4:05 PM","4:50 PM",5,0,0,6,11,4,,,"Th","Kidz Love Soccer, Staff","6.000",8,"Doerr Park Soccer Field at Doerr Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","Players will learn dribbling, passing, defense and shooting goals! Fun, skill games are played at every session, and every participant will have a ball at his or her feet.Perfect for first time players while being fun and engaging for kids with some experience. All participants receive a soccer jersey! Shin guards are required after the first meeting.Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76792"
76795,"382.2.0840","Soccer 1: Techniques & Teamwork","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"36",2,"9/14/18","11/2/18","3:40 PM","4:25 PM",5,0,0,6,11,4,,,"F","Kidz Love Soccer, Staff","6.000",8,"Paul Moore Park Soccer Field at Paul Moore Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","Players will learn dribbling, passing, defense and shooting goals! Fun, skill games are played at every session, and every participant will have a ball at his or her feet.Perfect for first time players while being fun and engaging for kids with some experience. All participants receive a soccer jersey! Shin guards are required after the first meeting.Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76795"
76802,"382.2.0847","Soccer 1: Techniques & Teamwork","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"36",8,"9/22/18","11/17/18","10:15 AM","11:00 AM",5,0,0,6,11,4,,,"Sa","Kidz Love Soccer, Staff","6.000",8,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","Players will learn dribbling, passing, defense and shooting goals! Fun, skill games are played at every session, and every participant will have a ball at his or her feet. Perfect for first time players while being fun and engaging for kids with some experience. All participants receive a soccer jersey! Shin guards are required after the first meeting. Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76802"
76803,"382.2.0848","Soccer 1: Techniques & Teamwork","Fall 2018","--","Classes","Open","Sports","Camden Community Center",,5,"36",3,"9/22/18","11/17/18","11:05 AM","11:50 AM",5,0,0,6,11,4,,,"Sa","Kidz Love Soccer, Staff","6.000",8,"Camden Soccer Field at Camden Park","Activity Fee","Camden - Leisure Classes","116.00","120.00","Resident: $116.00. Non-resident: $120.00","Players will learn dribbling, passing, defense and shooting goals! Fun, skill games are played at every session, and every participant will have a ball at his or her feet. Perfect for first time players while being fun and engaging for kids with some experience. All participants receive a soccer jersey! Shin guards are required after the first meeting. Class Status Hotline:  1-888-372-5803","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76803"
